Topic,PassageID,Rank,Offset,length,tagid,Passage
229 , 14688041,1,37.753,13365,107 ,"['clinical', 'infection', 'symptoms']"
229 , 14711840,2,34.522,62991,205 ,"['clinical', 'infection', 'symptoms']"
229 , 11290599,3,33.053,34587,78 ,"['clinical', 'symptoms']"
229 , 10528676,4,30.607,0,302 ,"['bone', 'human', 'infection']"
229 , 10528676,5,30.464,9806,512 ,"['bone', 'infection', 'patients', 'specific', 'symptoms', 'viral']"
229 , 15128726,6,29.837,6372,554 ,"['clinical', 'infection', 'specific', 'symptoms']"
229 , 12270996,7,29.587,2683,550 ,"['disease', 'human', 'virus']"
229 , 11062197,8,28.998,14672,1321 ,"['associated', 'clinical', 'infection', 'new', 'patients', 'response', 'symptoms']"
229 , 10473233,9,28.991,19486,1419 ,"['associated', 'clinical', 'infection', 'new', 'patients', 'response', 'symptoms', 'treatment']"
229 , 12003988,10,28.944,19750,639 ,"['clinical', 'dna', 'infection', 'patients', 'results', 'symptoms', 'treatment', 'used']"
229 , 12461026,11,28.46,21169,640 ,"['clinical', 'infection', 'new', 'response', 'study', 'symptoms']"
229 , 11096157,12,27.95,4981,354 ,"['bone', 'gene', 'infection', 'serum']"
229 , 14711840,13,27.934,63510,290 ,"['clinical', 'development', 'infection', 'new', 'symptoms']"
229 , 10590282,14,27.858,23227,599 ,"['clinical', 'infection', 'new', 'response', 'symptoms', 'treatment']"
229 , 11581232,15,27.494,14276,767 ,"['clinical', 'development', 'different', 'infection', 'new', 'study', 'symptoms', 'treatment', 'using']"
229 , 14711840,16,27.367,63199,308 ,"['clinical', 'infection', 'symptoms', 'treatment']"
229 , 11290599,17,27.179,57731,963 ,"['associated', 'clinical', 'different', 'infection', 'specific', 'studies', 'symptoms']"
229 , 12364654,18,27.121,6849,3326 ,"['associated', 'bone', 'cell', 'clinical', 'complex', 'development', 'disease', 'effect', 'high', 'infection', 'mechanism', 'patients', 'present', 'reported', 'response', 'symptoms', 'treatment', 'virus']"
229 , 10590290,19,26.829,4646,580 ,"['clinical', 'infection', 'serum', 'symptoms', 'treatment']"
229 , 10350385,20,26.811,15994,921 ,"['analysis', 'clinical', 'infection', 'new', 'response', 'similar', 'symptoms']"
229 , 12036862,21,26.79,16213,1231 ,"['clinical', 'disease', 'infection', 'symptoms', 'treatment']"
229 , 11222365,22,26.676,15549,260 ,"['disease', 'infection', 'lung', 'symptoms', 'virus']"
229 , 10552992,23,26.671,10870,549 ,"['clinical', 'infection']"
229 , 11369627,24,26.649,20800,791 ,"['clinical', 'infection', 'symptoms', '½ï']"
229 , 15269191,25,26.619,23289,1265 ,"['clinical', 'infection', 'shown', 'symptoms', 'treatment']"
229 , 15192004,26,26.492,4382,551 ,"['infection', 'patients', 'symptoms']"
229 , 12777478,27,26.334,40613,78 ,"['disease', 'symptoms']"
229 , 15254028,28,26.04,16283,1087 ,"['clinical', 'infection', 'symptoms', 'treatment']"
229 , 12951354,29,26.02,14302,744 ,"['analysis', 'clinical', 'effects', 'response', 'symptoms', 'treatment', '½ï']"
229 , 15705640,30,25.987,11803,1128 ,"['clinical', 'development', 'infection', 'new', 'patients', 'study', 'symptoms', 'treatment']"
229 , 15983117,31,25.977,60439,458 ,"['al', 'human', 'infection']"
229 , 11815577,32,25.912,17296,798 ,"['clinical', 'disease', 'infection', 'observed', 'present', 'response', 'symptoms', 'treatment']"
229 , 12461026,33,25.869,13670,1742 ,"['clinical', 'disease', 'including', 'infection', 'new', 'patients', 'present', 'results', 'symptoms', 'treatment', 'used']"
229 , 11389117,34,25.617,17177,2133 ,"['clinical', 'control', 'disease', 'including', 'infection', 'symptoms', 'viral', 'virus']"
229 , 12775680,35,25.443,13771,1453 ,"['associated', 'control', 'disease', 'including', 'infection', 'patients', 'present', 'symptoms', 'used']"
229 , 10350383,36,25.394,19432,1268 ,"['clinical', 'disease', 'infection', 'new', 'study', 'symptoms', 'treatment']"
229 , 10933649,37,25.381,14645,1680 ,"['analysis', 'clinical', 'data', 'infection', 'patients', 'response', 'study', 'symptoms']"
229 , 12364654,38,25.169,10178,827 ,"['clinical', 'infection', 'new', 'reported', 'symptoms', 'treatment']"
229 , 10382901,39,25.07,7455,1877 ,"['10', 'bone', 'clinical', 'infection', 'new', 'patients', 'response', 'studies', 'symptoms', 'treatment']"
229 , 9373276,40,25.057,24321,245 ,[]
229 , 12468829,41,25.05,3970,328 ,['symptoms']
229 , 12364654,42,24.984,478,702 ,"['associated', 'bone', 'cell', 'clinical', 'infection', 'patients']"
229 , 10837435,43,24.932,17931,523 ,"['observed', 'symptoms', '½ï']"
229 , 12888598,44,24.789,17216,1324 ,"['clinical', 'development', 'including', 'infection', 'new', 'observed', 'patients', 'response', 'study', 'symptoms', 'treatment']"
229 , 12826705,45,24.745,12884,592 ,"['bone', 'patients', 'present', 'symptoms']"
229 , 10590282,46,24.623,21750,1474 ,"['clinical', 'disease', 'infection', 'new', 'response', 'study', 'symptoms', 'treatment']"
229 , 14525770,47,24.572,16343,389 ,"['growth', 'infection', 'patients', 'symptoms']"
229 , 11574515,48,24.533,9649,520 ,"['clinical', 'infection', 'patients', 'study', 'symptoms']"
229 , 16046502,49,24.509,7433,875 ,"['10', 'acid', 'clinical', 'disease', 'infection', 'patients', 'proteins', 'symptoms', 'viral', 'virus']"
229 , 11865103,50,24.427,549,359 ,"['infection', 'patients', 'symptoms']"
229 , 9242545,51,24.371,0,188 ,"['10', 'human', 'infection', 'virus']"
229 , 15383463,52,24.325,56028,1442 ,"['cell', 'cells', 'control', 'data', 'disease', 'human', 'including', 'infection', 'patients', 'shown', 'studies', 'used', 'viral', 'virus']"
229 , 11001889,53,24.28,36701,884 ,"['infection', 'lung', 'study', 'viral']"
229 , 14645910,54,24.227,6287,429 ,"['human', 'symptoms']"
229 , 14729745,55,24.157,21715,1791 ,"['cell', 'clinical', 'development', 'infection', 'new', 'patients', 'study', 'symptoms', 'used']"
229 , 12560244,56,24.152,3116,1471 ,"['dna', 'hiv', 'human', 'infection', 'patients', 'treatment', 'used']"
229 , 10978424,57,24.145,655,1052 ,"['associated', 'clinical', 'disease', 'human', 'infection', 'symptoms', 'viral', 'virus']"
229 , 10702563,58,24.111,10446,1129 ,"['clinical', 'function', 'infection', 'response', 'serum', 'symptoms', 'toxicity', 'treatment']"
229 , 10528676,59,24.108,786,83 ,['human']
229 , 10534527,60,24.042,24716,1028 ,"['clinical', 'including', 'infection', 'present', 'similar', 'symptoms', 'treatment']"
229 , 11369716,61,24.037,1664,464 ,"['growth', 'increased', 'specific', 'symptoms']"
229 , 10837439,62,23.977,13257,1364 ,"['clinical', 'infection', 'new', 'present', 'study', 'symptoms']"
229 , 12011383,63,23.899,14601,886 ,"['disease', 'function', 'infection', 'symptoms']"
229 , 12560244,64,23.894,4594,1140 ,"['human', 'patients', 'present', 'reported', 'treatment', 'used']"
229 , 16002420,65,23.766,21989,2021 ,"['analysis', 'clinical', 'data', 'including', 'infection', 'new', 'patients', 'response', 'symptoms', 'using']"
229 , 12378672,66,23.748,73624,936 ,"['clinical', 'infection', 'symptoms', 'viral', 'virus']"
229 , 11152440,67,23.712,9702,781 ,"['clinical', 'infection', 'response', 'symptoms', 'treatment']"
229 , 9057647,68,23.712,0,153 ,"['activation', 'cell', 'infection']"
229 , 12124471,69,23.678,9404,871 ,"['al', 'et', 'et al', 'including', 'rat', 'similar']"
229 , 12048297,70,23.656,11812,705 ,"['infection', 'patients', 'reported', 'symptoms']"
229 , 12393655,71,23.585,55467,517 ,"['cell', 'clinical', 'function', 'infection', 'patients', 'study', 'symptoms', 'virus']"
229 , 12560244,72,23.55,0,253 ,['infection']
229 , 10590269,73,23.549,16962,485 ,"['clinical', 'infection', 'mice', 'symptoms', 'used', 'virus']"
229 , 14998986,74,23.489,11042,1477 ,"['associated', 'cell', 'clinical', 'infection', 'new', 'study', 'symptoms', 'type']"
229 , 12702536,75,23.455,16073,1094 ,"['analysis', 'clinical', 'disease', 'infection', 'new', 'patients', 'response', 'study', 'symptoms', 'treatment']"
229 , 9310486,76,23.455,5055,990 ,"['associated', 'clinical', 'human', 'viral', 'virus']"
229 , 12730505,77,23.385,10485,477 ,['symptoms']
229 , 15632362,78,23.375,5490,415 ,"['analysis', 'associated', 'infection', 'symptoms', 'treatment']"
229 , 10588324,79,23.347,10140,727 ,"['infection', 'response', 'symptoms']"
229 , 9525935,80,23.342,6197,1506 ,"['associated', 'bone', 'cell', 'cells', 'clinical', 'human', 'infection', 'patients', 'protein', 'symptoms', 'viral', 'virus']"
229 , 11792871,81,23.339,5347,1167 ,"['clinical', 'factor', 'high', 'patients', 'specific', 'symptoms', 'used']"
229 , 15033894,82,23.322,10596,418 ,"['disease', 'infection', 'symptoms']"
229 , 10725066,83,23.293,31417,500 ,"['cells', 'clinical', 'development', 'including', 'infection', 'reported', 'study', 'symptoms']"
229 , 14525770,84,23.223,18303,597 ,"['analysis', 'clinical', 'study', 'symptoms']"
229 , 14581266,85,23.217,6259,582 ,"['complex', 'disease', 'infection', 'response']"
229 , 15289205,86,23.208,40302,52 ,"['alcohol', 'symptoms']"
229 , 15845780,87,23.158,16810,577 ,"['clinical', 'data', 'increased', 'infection', 'levels', 'observed', 'shown', 'symptoms', 'treatment']"
229 , 11369627,88,23.109,19761,1012 ,"['disease', 'infection', 'symptoms']"
229 , 12493793,89,23.018,17098,621 ,"['clinical', 'symptoms', 'treatment']"
229 , 12709536,90,22.985,2741,488 ,"['including', 'patients', 'results', 'symptoms', 'treatment']"
229 , 11864944,91,22.962,39570,1779 ,"['clinical', 'control', 'development', 'disease', 'et', 'infection', 'new', 'patients', 'study', 'symptoms', 'using']"
229 , 12626813,92,22.945,6648,385 ,['symptoms']
229 , 15140859,93,22.906,4393,154 ,"['clinical', 'symptoms']"
229 , 15967826,94,22.887,13026,773 ,"['cell', 'cells', 'control', 'human', 'infection', 'observed', 'role', 'symptoms', 'viral', 'virus']"
229 , 12763938,95,22.872,15545,1156 ,"['clinical', 'disease', 'factor', 'infection', 'observed', 'patients', 'reported', 'study', 'symptoms', 'type']"
229 , 11369722,96,22.784,23569,394 ,"['disease', 'symptoms']"
229 , 12560244,97,22.769,2411,698 ,['hiv']
229 , 9028307,98,22.767,20597,787 ,"['10', 'associated', 'cells', 'human', 'observed', 'patients', 'symptoms', '½ï']"
229 , 11290599,99,22.672,6277,1219 ,"['associated', 'cells', 'clinical', 'human', 'infection', 'symptoms', 'viral', 'virus']"
229 , 10952747,100,22.664,3643,180 ,"['associated', 'infection', 'protein']"
229 , 10648427,101,22.65,7219,831 ,"['cell', 'cells', 'clinical', 'human', 'infection', 'receptor', 'virus']"
229 , 12626799,102,22.586,30388,245 ,"['hiv', 'infection', 'patients', 'similar', 'symptoms']"
229 , 11020265,103,22.566,9192,1051 ,"['clinical', 'including', 'infection', 'symptoms', 'treatment']"
229 , 15878975,104,22.51,21160,156 ,"['clinical', 'patients', 'symptoms']"
229 , 12810859,105,22.507,37678,314 ,"['disease', 'response', 'results', 'symptoms']"
229 , 16195255,106,22.501,16841,2157 ,"['10', 'analysis', 'clinical', 'infection', 'patients', 'studies', 'study', 'symptoms', 'treatment']"
229 , 10788530,107,22.487,34835,936 ,"['disease', 'infection', 'patients', 'results', 'symptoms', 'viral']"
229 , 10590282,108,22.487,16165,1317 ,"['clinical', 'infection', 'patients', 'response', 'study', 'symptoms', 'treatment']"
229 , 11961176,109,22.403,0,430 ,"['cell', 'human', 'infection', 'patients', 'virus']"
229 , 11096157,110,22.391,7440,1048 ,"['binding', 'bone', 'cell', 'clinical', 'dna', 'high', 'membrane', 'pathway', 'serum', 'viral', 'virus']"
229 , 16076874,111,22.385,0,425 ,['human']
229 , 12161467,112,22.314,19180,425 ,['symptoms']
229 , 12907437,113,22.246,8831,1015 ,"['binding', 'cell', 'cells', 'expressed', 'human', 'infection', 'observed', 'studies', 'using', 'virus']"
229 , 12551926,114,22.242,5565,544 ,"['high', 'human', 'symptoms', 'virus']"
229 , 15269356,115,22.238,41577,527 ,"['clinical', 'disease', 'virus']"
229 , 14514958,116,22.234,29948,592 ,"['clinical', 'mice', 'observed', 'symptoms', 'treatment']"
229 , 10374128,117,22.221,11129,798 ,"['analysis', 'clinical', 'data', 'hiv', 'study', 'symptoms']"
229 , 12393638,118,22.217,26589,710 ,"['10', 'central', 'clinical', 'factor', 'infection', 'nervous', 'new']"
229 , 10692517,119,22.183,8072,82 ,['infection']
229 , 10528676,120,22.159,11858,499 ,"['high', 'human', 'infection', 'patients', 'treatment']"
229 , 10837435,121,22.077,27915,961 ,"['disease', 'infection', 'symptoms']"
229 , 15044431,122,22.054,11398,494 ,"['disease', 'patients', 'response', 'results']"
229 , 10580068,123,22.053,15401,138 ,"['clinical', 'disease', 'infection', 'observed']"
229 , 15972344,124,22.046,5303,1224 ,"['bone', 'disease', 'dna', 'effect', 'infection', 'patients', 'present', 'serum', 'shown', 'viral', 'virus']"
229 , 10499922,125,22.036,9848,1309 ,"['clinical', 'hiv', 'human', 'infection', 'study', 'symptoms', 'viral']"
229 , 14711840,126,21.961,16025,611 ,"['infection', 'levels', 'muscle', 'symptoms']"
229 , 12595634,127,21.937,20775,878 ,"['cell', 'cells', 'dna', 'human', 'including', 'infection', 'muscle', 'patients', 'protein', 'study']"
229 , 16093293,128,21.901,5218,93 ,['symptoms']
229 , 12454256,129,21.899,2256,571 ,"['infection', 'symptoms']"
229 , 15589643,130,21.895,40882,580 ,"['associated', 'clinical', 'hiv', 'infection', 'patients', 'present', 'specific', 'symptoms']"
229 , 16076874,131,21.874,9859,41 ,['human']
229 , 10727552,132,21.873,11919,506 ,"['associated', 'disease', 'high', 'patients', 'symptoms', 'treatment']"
229 , 11733482,133,21.861,8746,942 ,"['associated', 'bone', 'clinical', 'different', 'infection', 'patients', 'response', 'study', 'symptoms', 'treatment']"
229 , 11468152,134,21.848,6808,496 ,"['cancer', 'disease', 'infection', 'patients', 'study', 'symptoms']"
229 , 11369722,135,21.829,20745,450 ,"['disease', 'lung', 'symptoms']"
229 , 12538653,136,21.823,5193,671 ,"['clinical', 'complex', 'fig', 'growth', 'including', 'symptoms']"
229 , 12364654,137,21.806,5305,1541 ,"['10', 'bone', 'cell', 'clinical', 'disease', 'including', 'infection', 'reported', 'virus']"
229 , 10607723,138,21.795,16247,710 ,"['clinical', 'dna', 'infection', 'symptoms', 'viral']"
229 , 15044596,139,21.781,11969,686 ,"['al', 'different', 'et', 'et al', 'infection', 'patients', 'symptoms']"
229 , 11532781,140,21.77,2866,99 ,['symptoms']
229 , 11574497,141,21.753,12402,745 ,"['clinical', 'patients', 'symptoms']"
229 , 11535524,142,21.746,5648,904 ,"['bone', 'clinical', 'disease', 'hiv', 'human', 'infection', 'patients', 'symptoms', 'virus']"
229 , 16093295,143,21.726,4890,101 ,"['function', 'symptoms']"
229 , 14769904,144,21.703,5062,789 ,"['al', 'clinical', 'disease', 'et', 'et al', 'human', 'role']"
229 , 11328776,145,21.702,9579,962 ,"['clinical', 'data', 'infection', 'patients', 'response', 'symptoms']"
229 , 11574497,146,21.646,21083,527 ,"['patients', 'reported', 'symptoms']"
229 , 15753202,147,21.617,11717,2014 ,"['cell', 'cells', 'clinical', 'different', 'disease', 'function', 'human', 'infection', 'mechanisms', 'mice', 'present', 'response', 'serum', 'symptoms', 'used', 'viral', 'virus']"
229 , 11152433,148,21.604,14937,1060 ,"['clinical', 'including', 'response', 'symptoms']"
229 , 11413371,149,21.599,22629,522 ,"['control', 'development', 'infection', 'symptoms']"
229 , 11290600,150,21.597,44801,613 ,"['cells', 'control', 'development', 'disease', 'human', 'increased', 'new', 'signal', 'signaling', 'symptoms', 'viral', 'virus']"
229 , 15191936,151,21.597,4361,108 ,['symptoms']
229 , 14613741,152,21.559,15727,267 ,"['data', 'symptoms', 'treatment']"
229 , 9192791,153,21.538,0,165 ,"['bone', 'human', 'role']"
229 , 15840617,154,21.533,4623,110 ,['symptoms']
229 , 10362622,155,21.513,5766,1077 ,"['clinical', 'increased', 'infection', 'protein', 'response', 'symptoms', 'virus']"
229 , 12411263,156,21.487,0,198 ,[]
229 , 10552992,157,21.477,15409,530 ,"['effects', 'including', 'infection', 'patients', 'response', 'study', 'symptoms']"
229 , 12586622,158,21.456,20066,917 ,"['clinical', 'disease', 'infection', 'patients', 'reported', 'symptoms', 'using']"
229 , 16033958,159,21.398,766,301 ,"['patients', 'symptoms']"
229 , 10910942,160,21.35,1820,1216 ,"['cell', 'effect', 'infection', 'patients', 'reported', 'treatment', 'used']"
229 , 11929799,161,21.324,15574,210 ,"['clinical', 'disease', 'lung', 'symptoms']"
229 , 11934967,162,21.32,2598,564 ,"['clinical', 'patients', 'study', 'symptoms']"
229 , 12686682,163,21.319,1233,482 ,"['specific', 'symptoms', 'treatment']"
229 , 15649989,164,21.318,29242,940 ,"['clinical', 'infection', 'symptoms']"
229 , 14525792,165,21.317,10863,1503 ,"['associated', 'infection', 'lung', 'new', 'serum', 'specific', 'symptoms']"
229 , 15650001,166,21.281,10525,780 ,"['associated', 'infection']"
229 , 11772851,167,21.28,0,161 ,['symptoms']
229 , 14643270,168,21.263,3374,813 ,"['clinical', 'disease', 'present', 'symptoms']"
229 , 14662783,169,21.262,20550,614 ,"['infection', 'patients', 'serum', 'symptoms', 'treatment']"
229 , 12702513,170,21.257,24173,748 ,"['clinical', 'disease', 'infection', 'patients', 'symptoms']"
229 , 10588312,171,21.252,15516,966 ,"['clinical', 'patients', 'response', 'study', 'symptoms']"
229 , 10350384,172,21.252,14593,845 ,"['analysis', 'clinical', 'patients', 'response', 'symptoms', 'treatment']"
229 , 15150358,173,21.249,3860,812 ,"['clinical', 'high', 'human', 'infection', 'observed', 'symptoms']"
229 , 15044256,174,21.246,23626,698 ,"['factor', 'patients', 'symptoms', '½ï']"
229 , 12814917,175,21.245,9708,599 ,['infection']
229 , 12165640,176,21.198,0,214 ,"['cancer', 'symptoms']"
229 , 15695544,177,21.132,19898,289 ,"['clinical', 'patients', 'study', 'symptoms']"
229 , 14578448,178,21.132,7068,693 ,"['al', 'et', 'et al', 'genes', 'high', 'infection']"
229 , 16076874,179,21.118,10481,74 ,"['human', 'protein']"
229 , 11404233,180,21.103,48554,486 ,['symptoms']
229 , 11208863,181,21.1,9110,505 ,"['clinical', 'human', 'infection', 'study']"
229 , 10817767,182,21.088,20011,764 ,"['analysis', 'clinical', 'infection', 'patients', 'symptoms', 'using']"
229 , 16195255,183,21.058,13893,1347 ,"['analysis', 'central', 'including', 'infection', 'patients', 'results', 'studies', 'study', 'symptoms']"
229 , 15304675,184,21.044,7678,580 ,"['clinical', 'factor', 'mechanisms', 'reported', 'shown', 'studies', 'symptoms']"
229 , 12888586,185,20.992,11497,957 ,"['10', 'clinical', 'patients', 'response', 'study', 'symptoms', 'treatment']"
229 , 12631547,186,20.973,3886,138 ,"['data', 'symptoms']"
229 , 11961176,187,20.972,19967,1752 ,"['analysis', 'associated', 'cells', 'clinical', 'disease', 'human', 'infection', 'molecular', 'present', 'receptor', 'response', 'role', 'sequence', 'specific', 'studies', 'symptoms']"
229 , 11981097,188,20.968,4211,263 ,"['associated', 'infection', 'viral']"
229 , 8852664,189,20.944,2101,575 ,"['cell', 'disease', 'present', 'symptoms']"
229 , 11096157,190,20.891,9605,1696 ,"['10', 'bone', 'different', 'dna', 'high', 'important', 'including', 'infection', 'mechanism', 'role', 'serum', 'treatment']"
229 , 10666195,191,20.88,22392,1232 ,"['associated', 'infection', 'patients', 'symptoms', 'treatment']"
229 , 9480984,192,20.877,7623,762 ,"['disease', 'human', 'including', 'infection', 'serum', 'symptoms']"
229 , 10556266,193,20.876,14561,248 ,"['clinical', 'disease', 'patients', 'symptoms']"
229 , 11018088,194,20.869,912,256 ,"['clinical', 'patients', 'symptoms', 'treatment']"
229 , 15254028,195,20.865,13317,2116 ,"['clinical', 'control', 'disease', 'infection', 'patients', 'study', 'symptoms', 'used', 'using']"
229 , 10473233,196,20.863,14574,1330 ,"['infection', 'patients', 'symptoms', 'treatment']"
229 , 15003957,197,20.84,3979,127 ,"['lung', 'symptoms']"
229 , 10381107,198,20.84,10543,650 ,"['infection', 'new', 'symptoms', 'treatment']"
229 , 14742287,199,20.773,4018,147 ,"['receptors', 'studies', 'symptoms']"
229 , 14573818,200,20.768,41225,748 ,"['clinical', 'control', 'infection', 'observed', 'symptoms', 'virus', '½ï']"
229 , 10788543,201,20.758,38883,244 ,"['clinical', 'different', 'patients', 'symptoms']"
229 , 12488389,202,20.744,12761,773 ,"['present', 'symptoms']"
229 , 8872482,203,20.744,3308,365 ,['clinical']
229 , 10588313,204,20.732,16224,1297 ,"['clinical', 'patients', 'response', 'study', 'symptoms', 'treatment']"
229 , 10837439,205,20.724,10734,1286 ,"['central', 'clinical', 'control', 'disease', 'high', 'infection', 'levels', 'patients', 'symptoms']"
229 , 15172470,206,20.721,40449,246 ,"['clinical', 'disease', 'symptoms']"
229 , 14739479,207,20.718,2813,300 ,"['al', 'associated', 'disease', 'et', 'et al', 'virus']"
229 , 15870173,208,20.663,6520,617 ,"['activity', 'clinical', 'different', 'observed', 'patients', 'symptoms']"
229 , 12411263,209,20.66,35338,691 ,"['associated', 'control', 'data', 'effects', 'increased', 'infection', 'mechanisms', 'specific', 'viral']"
229 , 12161404,210,20.653,17430,333 ,"['clinical', 'response', 'symptoms', 'treatment', 'used']"
229 , 15802278,211,20.649,13398,1075 ,"['cancer', 'clinical', 'different', 'patients', 'studies', 'study', 'symptoms']"
229 , 11961176,212,20.649,23051,1064 ,"['al', 'bone', 'clinical', 'dna', 'et', 'et al', 'high', 'infection', 'patients', 'present', 'reported', 'virus']"
229 , 10534551,213,20.63,22001,251 ,"['clinical', 'different', 'disease', 'patients', 'shown', 'symptoms']"
229 , 15705636,214,20.61,11112,1015 ,"['clinical', 'disease', 'function', 'infection', 'patients', 'study', 'symptoms', 'type', '½ï']"
229 , 12907437,215,20.601,44039,98 ,"['cells', 'expression', 'human']"
229 , 11266417,216,20.598,13027,1045 ,"['clinical', 'patients', 'response', 'study', 'symptoms', 'treatment', '½ï']"
229 , 15166188,217,20.574,4404,1740 ,"['analysis', 'data', 'disease', 'important', 'new', 'reported', 'studies', 'study', 'symptoms']"
229 , 11005766,218,20.573,5676,1248 ,"['complex', 'including', 'infection', 'observed', 'patients', 'response', 'symptoms']"
229 , 11877269,219,20.54,24458,1020 ,"['disease', 'infection', 'lung', 'symptoms', 'used']"
229 , 15668270,220,20.536,17660,3278 ,"['associated', 'clinical', 'infection', 'new', 'studies', 'symptoms', 'treatment']"
229 , 12734313,221,20.501,5440,494 ,"['cancer', 'dna', 'infection', 'new', 'results', 'studies', 'used']"
229 , 15537696,222,20.481,17317,1404 ,"['cell', 'clinical', 'control', 'disease', 'growth', 'infection', 'symptoms', '½ï']"
229 , 10688813,223,20.475,0,120 ,"['expression', 'factor', 'human', 'mice', 'using']"
229 , 10952747,224,20.469,0,315 ,"['associated', 'protein']"
229 , 14972429,225,20.466,16455,643 ,"['dna', 'infection', 'symptoms', 'used']"
229 , 11290599,226,20.465,36103,1426 ,"['associated', 'clinical', 'reported', 'specific', 'symptoms']"
229 , 12048300,227,20.444,7106,504 ,"['hiv', 'including', 'infection']"
229 , 9016881,228,20.436,70098,543 ,"['high', 'mice', 'results', 'viral']"
229 , 16269550,229,20.432,5769,1241 ,"['clinical', 'infection', 'patients', 'present', 'symptoms']"
229 , 10645885,230,20.395,9604,773 ,"['infection', 'lung', 'patients', 'present', 'study', 'symptoms', 'tumor', '½ï']"
229 , 12374768,231,20.393,27210,778 ,"['clinical', 'patients', 'symptoms', 'using']"
229 , 12907437,232,20.393,17617,108 ,"['cells', 'human']"
229 , 10702564,233,20.367,14279,1396 ,"['clinical', 'development', 'infection', 'new', 'symptoms', 'treatment']"
229 , 11416066,234,20.352,10769,547 ,['symptoms']
229 , 11733638,235,20.351,2662,1451 ,"['dna', 'human', 'infection', 'serum', 'specific', 'treatment', 'viral', 'virus']"
229 , 12364654,236,20.348,0,322 ,"['associated', 'infection']"
229 , 10809791,237,20.339,8974,418 ,['symptoms']
229 , 12595634,238,20.331,0,374 ,"['infection', 'muscle']"
229 , 12672681,239,20.327,4671,170 ,"['disease', 'symptoms']"
229 , 15769787,240,20.315,6466,1058 ,"['associated', 'clinical', 'including', 'observed', 'patients', 'symptoms', '½ï']"
229 , 12748346,241,20.306,17323,2571 ,"['clinical', 'data', 'effects', 'patients', 'present', 'symptoms', 'viral']"
229 , 11096157,242,20.297,4390,292 ,"['cell', 'fig', 'infection', 'virus']"
229 , 10534514,243,20.291,26454,270 ,"['clinical', 'disease', 'patients', 'symptoms']"
229 , 10952744,244,20.288,8046,707 ,"['cell', 'disease', 'high', 'infection', 'patients', 'protein', 'symptoms', 'treatment']"
229 , 11342413,245,20.281,20289,542 ,"['cells', 'including', 'mice', 'observed', 'symptoms']"
229 , 10920080,246,20.277,25537,697 ,"['al', 'et', 'et al', 'hiv', 'infection', 'new', 'patients', 'symptoms', 'treatment', 'virus']"
229 , 15598944,247,20.273,19338,271 ,"['clinical', 'patients', 'symptoms', 'treatment']"
229 , 10837440,248,20.256,24965,272 ,"['clinical', 'data', 'patients', 'shown', 'similar', 'study', 'symptoms', 'treatment']"
229 , 10869322,249,20.253,24374,619 ,['symptoms']
229 , 16043521,250,20.234,52606,617 ,"['brain', 'infection', 'patients', 'symptoms', 'virus']"
229 , 15150358,251,20.23,18942,724 ,"['clinical', 'function', 'infection', 'observed', 'patients', 'symptoms']"
229 , 12969956,252,20.223,3996,2514 ,"['activity', 'cells', 'clinical', 'development', 'different', 'disease', 'symptoms', 'type']"
229 , 9284702,253,20.221,8127,339 ,"['clinical', 'symptoms']"
229 , 12810926,254,20.151,38149,805 ,"['clinical', 'increased', 'infection', 'new', 'patients', 'symptoms', 'viral']"
229 , 11102422,255,20.139,14717,1346 ,"['infection', 'response', 'symptoms']"
229 , 12454256,256,20.139,4309,195 ,"['function', 'symptoms']"
229 , 12200356,257,20.119,12188,1181 ,"['bone', 'clinical', 'disease', 'hiv', 'infection', 'patients', 'study', 'symptoms', 'tumor']"
229 , 10811947,258,20.101,7125,1031 ,"['al', 'clinical', 'disease', 'et', 'et al', 'human', 'infection', 'studies']"
229 , 12626790,259,20.096,23186,1760 ,"['cells', 'clinical', 'disease', 'high', 'human', 'reported', 'studies', 'study', 'symptoms']"
229 , 12730517,260,20.095,12313,582 ,"['clinical', 'study', 'symptoms']"
229 , 14711840,261,20.074,65846,158 ,['infection']
229 , 14688041,262,20.066,11664,765 ,"['control', 'disease', 'infection', 'patients', 'study', 'symptoms']"
229 , 16006452,263,20.065,11061,283 ,"['clinical', 'symptoms']"
229 , 12947008,264,20.059,29657,728 ,"['disease', 'infection', 'observed', 'patients']"
229 , 9242566,265,20.049,20166,1202 ,"['clinical', 'development', 'disease', 'human', 'infection', 'patients', 'present', 'studies', 'treatment', 'virus']"
229 , 15738265,266,20.047,96501,358 ,['human']
229 , 15494358,267,20.042,3803,817 ,"['bone', 'clinical', 'including', 'infection', 'patients', 'response', 'symptoms']"
229 , 15914855,268,20.041,6330,845 ,"['clinical', 'different', 'infection', 'results', 'virus']"
229 , 9414283,269,20.039,23401,420 ,"['patients', 'serum']"
229 , 9851748,270,20.01,29331,465 ,"['important', 'infection']"
229 , 11369722,271,20.006,1453,1368 ,"['disease', 'high', 'results', 'symptoms']"
229 , 9473211,272,19.998,1442,2378 ,"['activity', 'bone', 'clinical', 'effects', 'hiv', 'human', 'infection', 'patients', 'used', 'virus']"
229 , 15716287,273,19.973,18884,204 ,['symptoms']
229 , 10986312,274,19.96,16533,1037 ,"['bone', 'control', 'different', 'disease', 'dna', 'infection', 'membrane', 'muscle', 'patients', 'shown', 'specific', 'using', 'viral']"
